UserId,Zipcode,Latitude,Longitude,City,HeartRate
85,"10046",40.780751,-73.977182,"New York",48
69,"10047",40.780751,-73.977182,"New York",80
97,"10048",40.71254,-74.013289,"New York",44
30,"10055",40.780751,-73.977182,"New York",81
53,"10060",40.780751,-73.977182,"New York",118
39,"10069",40.777952,-73.988381,"New York",90
75,"10072",40.780751,-73.977182,"New York",84
53,"10079",40.780751,-73.977182,"New York",109
73,"10080",40.780751,-73.977182,"New York",84
3,"10081",40.780751,-73.977182,"New York",61
44,"10082",40.780751,-73.977182,"New York",103
19,"10087",40.780751,-73.977182,"New York",67
5,"10090",40.780751,-73.977182,"New York",60
24,"10094",40.780751,-73.977182,"New York",80
38,"10095",40.748181,-73.988421,"New York",87
15,"10096",40.780751,-73.977182,"New York",63
7,"10098",40.748181,-73.988421,"New York",66
66,"10099",40.780751,-73.977182,"New York",81
94,"10101",40.780751,-73.977182,"New York",46
87,"10102",40.780751,-73.977182,"New York",40
68,"10103",40.760264,-73.97624,"New York",83
20,"10104",40.760943,-73.979908,"New York",85
18,"10105",40.762808,-73.978534,"New York",69
84,"10106",40.765243,-73.980438,"New York",42
42,"10107",40.766429,-73.982728,"New York",111
32,"10108",40.780751,-73.977182,"New York",87
27,"10109",40.780751,-73.977182,"New York",80
68,"10110",40.753987,-73.980811,"New York",83
62,"10111",40.759224,-73.977762,"New York",90
15,"10112",40.759287,-73.979808,"New York",69
93,"10113",40.780751,-73.977182,"New York",41
31,"10114",40.780751,-73.977182,"New York",80
91,"10115",40.811115,-73.96423,"New York",42
46,"10116",40.780751,-73.977182,"New York",114
80,"10117",40.780751,-73.977182,"New York",45
5,"10118",40.748998,-73.986467,"New York",65
23,"10119",40.780751,-73.977182,"New York",88
66,"10120",40.750629,-73.989426,"New York",85
96,"10121",40.74964,-73.991889,"New York",43
70,"10122",40.751757,-73.992171,"New York",83
100,"10123",40.751489,-73.990537,"New York",41
73,"10124",40.780751,-73.977182,"New York",86
88,"10125",40.780751,-73.977182,"New York",45
45,"10126",40.780751,-73.977182,"New York",117
34,"10128",40.780989,-73.95158,"New York",89
70,"10129",40.780751,-73.977182,"New York",83
1,"10130",40.780751,-73.977182,"New York",62
73,"10131",40.780751,-73.977182,"New York",84
4,"10132",40.780751,-73.977182,"New York",65
75,"10133",40.780751,-73.977182,"New York",81
65,"10138",40.780751,-73.977182,"New York",80
40,"10149",40.780751,-73.977182,"New York",105
78,"10150",40.780751,-73.977182,"New York",89
56,"10151",40.763419,-73.973971,"New York",100
57,"10152",40.758937,-73.97302,"New York",110
18,"10153",40.764068,-73.97348,"New York",70
1,"10154",40.758304,-73.973468,"New York",65
92,"10155",40.761104,-73.968036,"New York",50
94,"10156",40.780751,-73.977182,"New York",41
60,"10157",40.780751,-73.977182,"New York",81
46,"10158",40.749435,-73.9758,"New York",115
68,"10159",40.780751,-73.977182,"New York",88
75,"10160",40.780751,-73.977182,"New York",82
17,"10161",40.780751,-73.977182,"New York",64
5,"10162",40.769945,-73.951117,"New York",70
94,"10163",40.780751,-73.977182,"New York",40
60,"10164",40.780751,-73.977182,"New York",84
59,"10165",40.752351,-73.979132,"New York",100
45,"10166",40.754591,-73.976238,"New York",104
82,"10167",40.754858,-73.97497,"New York",44
87,"10168",40.751933,-73.976794,"New York",40
5,"10169",40.75474,-73.976595,"New York",65
87,"10170",40.752621,-73.97548,"New York",42
97,"10171",40.756447,-73.974821,"New York",47
90,"10172",40.755839,-73.975279,"New York",41
79,"10173",40.754305,-73.979564,"New York",81
28,"10174",40.751656,-73.97516,"New York",89
84,"10175",40.754305,-73.979782,"New York",46
48,"10176",40.75557,-73.978877,"New York",115
55,"10177",40.755332,-73.976082,"New York",110
84,"10178",40.751378,-73.978507,"New York",41
95,"10179",40.780751,-73.977182,"New York",43
58,"10184",40.780751,-73.977182,"New York",104
81,"10185",40.780751,-73.977182,"New York",44
53,"10196",40.780751,-73.977182,"New York",116
84,"10197",40.780751,-73.977182,"New York",41
79,"10199",40.750308,-74.00058,"New York",89
39,"10203",40.780751,-73.977182,"New York",85
3,"10211",40.780751,-73.977182,"New York",66
48,"10212",40.780751,-73.977182,"New York",117
34,"10213",40.780751,-73.977182,"New York",86
98,"10242",40.780751,-73.977182,"New York",46
35,"10249",40.780751,-73.977182,"New York",87
39,"10256",40.780751,-73.977182,"New York",82
48,"10257",40.780751,-73.977182,"New York",108
85,"10258",40.780751,-73.977182,"New York",47
33,"10259",40.780751,-73.977182,"New York",88
23,"10260",40.780751,-73.977182,"New York",85
46,"10261",40.780751,-73.977182,"New York",108
62,"10265",40.780751,-73.977182,"New York",85
32,"10268",40.780751,-73.977182,"New York",90
13,"10269",40.780751,-73.977182,"New York",64
11,"10270",40.706925,-74.008154,"New York",61
74,"10271",40.708918,-74.011066,"New York",88
77,"10272",40.780751,-73.977182,"New York",86
91,"10273",40.780751,-73.977182,"New York",47
47,"10274",40.780751,-73.977182,"New York",120
81,"10275",40.780751,-73.977182,"New York",47
45,"10276",40.780751,-73.977182,"New York",119
34,"10277",40.780751,-73.977182,"New York",89
50,"10278",40.780751,-73.977182,"New York",119
11,"10279",40.712697,-74.007812,"New York",64
30,"10280",40.708857,-74.016217,"New York",90
98,"10281",40.714643,-74.014958,"New York",46
65,"10282",40.716597,-74.01459,"New York",82
76,"10285",40.71533,-74.016306,"New York",87
68,"10286",40.714231,-74.011895,"New York",90
57,"10292",40.780751,-73.977182,"New York",107
2,"10301",40.623632,-74.093323,"Staten Island",70
44,"10302",40.628923,-74.137947,"Staten Island",119
2,"10303",40.631697,-74.165016,"Staten Island",70
19,"10304",40.608389,-74.093684,"Staten Island",63
24,"10305",40.596828,-74.077837,"Staten Island",86
65,"10306",40.559668,-74.12241,"Staten Island",87
29,"10307",40.510723,-74.24194,"Staten Island",86
61,"10308",40.551191,-74.148893,"Staten Island",89
48,"10309",40.531767,-74.218779,"Staten Island",106
45,"10310",40.632943,-74.118669,"Staten Island",103
50,"10311",40.605245,-74.179485,"Staten Island",102
56,"10312",40.545163,-74.174692,"Staten Island",103
60,"10313",40.564393,-74.146836,"Staten Island",87
48,"10314",40.591006,-74.150741,"Staten Island",103
56,"10451",40.819329,-73.920355,"Bronx",105
67,"10452",40.838729,-73.921605,"Bronx",85
46,"10453",40.852728,-73.912455,"Bronx",115
76,"10454",40.807129,-73.918405,"Bronx",80
19,"10455",40.815029,-73.908355,"Bronx",65
56,"10456",40.830529,-73.908655,"Bronx",116
75,"10457",40.846129,-73.898255,"Bronx",87
57,"10458",40.864728,-73.889855,"Bronx",119
44,"10459",40.825629,-73.893605,"Bronx",108
80,"10460",40.841829,-73.879004,"Bronx",42
52,"10461",40.845279,-73.843103,"Bronx",100
11,"10462",40.842729,-73.854703,"Bronx",64
5,"10463",40.879528,-73.904355,"Bronx",62
30,"10464",40.863028,-73.799802,"Bronx",89
98,"10465",40.826879,-73.825153,"Bronx",42
80,"10466",40.859878,-73.841003,"Bronx",44
44,"10467",40.876328,-73.870404,"Bronx",114
17,"10468",40.870978,-73.900505,"Bronx",69
5,"10469",40.869978,-73.844903,"Bronx",68
18,"10470",40.87143,-73.862303,"Bronx",61
4,"10471",40.899178,-73.898677,"Bronx",67
51,"10472",40.829529,-73.865704,"Bronx",104
35,"10473",40.816229,-73.860304,"Bronx",86
32,"10474",40.813929,-73.884104,"Bronx",85
87,"10475",40.874878,-73.827653,"Bronx",49
78,"10499",40.851549,-73.840908,"Bronx",84
14,"10501",41.293169,-73.759033,"Amawalk",63
36,"10502",41.015096,-73.841478,"Ardsley",86
90,"10503",41.025947,-73.87185,"Ardsley On Hudson",49
23,"10504",41.075185,-73.761247,"Armonk",83
49,"10505",41.33431,-73.749244,"Baldwin Place",114
50,"10506",41.123741,-73.718481,"Bedford",120
12,"10507",41.229037,-73.697998,"Bedford Hills",61
73,"10509",41.415979,-73.725197,"Brewster",83
83,"10510",41.05978,-73.829802,"Briarcliff Manor",44
67,"10511",41.259961,-73.943495,"Buchanan",83
40,"10512",41.429571,-73.777626,"Carmel",112
13,"10514",41.078957,-73.775547,"Chappaqua",64
59,"10516",41.455213,-73.812479,"Cold Spring",116
21,"10517",41.300561,-73.861217,"Crompond",84
85,"10518",41.269896,-73.612074,"Cross River",48
89,"10519",41.347727,-73.661014,"Croton Falls",43
29,"10520",41.122622,-73.867258,"Croton On Hudson",86
3,"10521",41.234256,-73.926165,"Croton On Hudson",66
84,"10522",41.011147,-73.865178,"Dobbs Ferry",49
4,"10523",41.058732,-73.836784,"Elmsford",61
48,"10524",41.375016,-73.931844,"Garrison",120
83,"10526",41.300361,-73.647891,"Goldens Bridge",48
44,"10527",41.323246,-73.757911,"Granite Springs",102
74,"10528",40.979118,-73.723036,"Harrison",83
93,"10530",41.019105,-73.812077,"Hartsdale",43
37,"10532",41.013742,-73.835421,"Hawthorne",86
66,"10533",41.079553,-73.856051,"Irvington",89
42,"10535",41.338568,-73.735548,"Jefferson Valley",112
100,"10536",41.271614,-73.687334,"Katonah",42
52,"10537",41.394819,-73.718016,"Lake Peekskill",115
43,"10538",41.090197,-73.755284,"Larchmont",120
31,"10540",41.333398,-73.724257,"Lincolndale",83
35,"10541",41.412395,-73.752059,"Mahopac",81
39,"10542",41.372581,-73.760132,"Mahopac Falls",85
52,"10543",40.949199,-73.738779,"Mamaroneck",119
26,"10545",41.119008,-73.732996,"Maryknoll",89
24,"10546",41.201373,-73.796456,"Millwood",90
98,"10547",41.281975,-73.797555,"Mohegan Lake",43
5,"10548",41.25126,-73.942877,"Montrose",61
40,"10549",41.197329,-73.72286,"Mount Kisco",119
80,"10550",40.909838,-73.83389,"Mount Vernon",47
27,"10551",41.119008,-73.732996,"Mount Vernon",86
6,"10552",41.011586,-73.798391,"Mount Vernon",63
72,"10553",40.909449,-73.822109,"Mount Vernon",80
53,"10557",41.119008,-73.732996,"Mount Vernon",118
45,"10558",41.119008,-73.732996,"Mount Vernon",102
58,"10559",41.119008,-73.732996,"Mount Vernon",104
78,"10560",41.331814,-73.608451,"North Salem",83
28,"10562",41.109701,-73.827995,"Ossining",89
22,"10566",41.28383,-73.893116,"Peekskill",82
33,"10567",41.284044,-73.893116,"Cortlandt Manor",84
58,"10570",41.131069,-73.792214,"Pleasantville",116
10,"10571",41.119008,-73.732996,"Pleasantville",68
65,"10572",41.119008,-73.732996,"Pleasantville",85
53,"10573",41.022193,-73.679799,"Port Chester",111
80,"10576",41.208519,-73.568126,"Pound Ridge",48
41,"10577",41.002757,-73.751025,"Purchase",109
87,"10578",41.315779,-73.645145,"Purdys",46
69,"10579",41.399262,-73.776871,"Putnam Valley",84
33,"10580",40.955237,-73.744725,"Rye",85
70,"10581",41.119008,-73.732996,"Rye",85
28,"10583",40.992686,-73.799476,"Scarsdale",83
59,"10587",41.328737,-73.742268,"Shenorock",118
30,"10588",41.330892,-73.823549,"Shrub Oak",83
84,"10589",41.326544,-73.693685,"Somers",41
87,"10590",41.254331,-73.542714,"South Salem",50
61,"10591",41.089703,-73.844034,"Tarrytown",87
77,"10592",41.119008,-73.732996,"Tarrytown",85
50,"10594",41.117214,-73.771469,"Thornwood",105
94,"10595",41.090218,-73.784768,"Valhalla",43
24,"10596",41.254823,-73.958727,"Verplanck",81
62,"10597",41.297198,-73.597979,"Waccabuc",85
14,"10598",41.287329,-73.790284,"Yorktown Heights",64
34,"10601",41.031397,-73.769626,"White Plains",84
34,"10602",41.119008,-73.732996,"White Plains",90
78,"10603",41.048958,-73.783036,"White Plains",82
49,"10604",41.156215,-73.805176,"West Harrison",105
94,"10605",41.007597,-73.748575,"White Plains",45
7,"10606",41.021686,-73.766044,"White Plains",65
2,"10607",41.039235,-73.807293,"White Plains",64
76,"10610",41.119008,-73.732996,"White Plains",88
84,"10625",41.119008,-73.732996,"White Plains",47
50,"10629",41.119008,-73.732996,"White Plains",120
17,"10633",41.119008,-73.732996,"White Plains",69
83,"10650",41.013696,-73.705975,"White Plains",41
94,"10701",40.946107,-73.866926,"Yonkers",48
40,"10702",41.119008,-73.732996,"Yonkers",100
6,"10703",40.959347,-73.881329,"Yonkers",70
63,"10704",40.922938,-73.861941,"Yonkers",81
97,"10705",40.926538,-73.872529,"Yonkers",48
70,"10706",40.987797,-73.862969,"Hastings On Hudson",83
87,"10707",40.960498,-73.816127,"Tuckahoe",47
51,"10708",40.938448,-73.829978,"Bronxville",106
3,"10709",40.956098,-73.812177,"Eastchester",68
89,"10710",40.967946,-73.84736,"Yonkers",42
83,"10801",41.035123,-73.801401,"New Rochelle",49
33,"10802",40.948274,-73.795361,"New Rochelle",82
35,"10803",40.904538,-73.806277,"Pelham",88
13,"10804",40.951498,-73.786526,"New Rochelle",62
68,"10805",40.899599,-73.780976,"New Rochelle",85
4,"10901",41.137295,-74.105737,"Suffern",69
12,"10910",41.386195,-74.125718,"Arden",65
48,"10911",41.160945,-74.060826,"Bear Mountain",120
33,"10912",41.387822,-74.354699,"Bellvale",82
99,"10913",41.068782,-73.957282,"Blauvelt",41
74,"10914",41.464867,-74.255646,"Blooming Grove",81
31,"10915",41.555634,-74.328805,"Bullville",89
82,"10916",41.443168,-74.258172,"Campbell Hall",44
25,"10917",41.329224,-74.121764,"Central Valley",84
18,"10918",41.414188,-74.348151,"Chester",61
20,"10919",41.53156,-74.370569,"Circleville",87
98,"10920",41.152545,-73.936305,"Congers",42
80,"10921",41.319956,-74.36699,"Florida",45
76,"10922",41.334557,-73.99175,"Fort Montgomery",84
75,"10923",41.203984,-74.003167,"Garnerville",83
63,"10924",41.357428,-74.210608,"Goshen",82
42,"10925",41.297325,-74.26484,"Greenwood Lake",102
40,"10926",41.300486,-74.124934,"Harriman",105
31,"10927",41.191694,-73.964933,"Haverstraw",90
17,"10928",41.398883,-74.255846,"Highland Falls",66
72,"10930",41.372924,-74.245108,"Highland Mills",80
53,"10931",41.120195,-74.170639,"Hillburn",112
83,"10932",41.485227,-74.484249,"Howells",47
81,"10933",41.365286,-74.510918,"Johnson",40
74,"10940",41.390109,-74.340401,"Middletown",88
88,"10941",41.370586,-74.354017,"Middletown",45
24,"10943",41.387822,-74.354699,"Middletown",90
78,"10950",41.343092,-74.316824,"Monroe",87
91,"10952",41.118595,-74.084536,"Monsey",48
46,"10953",41.409284,-74.083045,"Mountainville",115
15,"10954",41.097716,-74.010934,"Nanuet",65
64,"10956",41.149494,-73.98827,"New City",89
48,"10958",41.375634,-74.43375,"New Hampton",117
34,"10959",41.387822,-74.354699,"New Milford",90
91,"10960",41.080474,-73.930179,"Nyack",46
98,"10962",41.057496,-73.953181,"Orangeburg",42
81,"10963",41.401702,-74.536702,"Otisville",47
39,"10964",41.008947,-73.92093,"Palisades",88
30,"10965",41.061476,-74.018283,"Pearl River",83
19,"10968",41.040946,-73.918205,"Piermont",67
45,"10969",41.325856,-74.488954,"Pine Island",117
14,"10970",41.18416,-74.045358,"Pomona",66
66,"10973",41.386099,-74.480395,"Slate Hill",85
36,"10974",41.157473,-74.200784,"Sloatsburg",90
70,"10975",41.332379,-74.113857,"Southfields",87
91,"10976",41.083784,-74.061335,"Sparkill",40
99,"10977",41.115833,-74.047384,"Spring Valley",50
14,"10979",41.182344,-74.318354,"Sterling Forest",66
34,"10980",41.235675,-74.028095,"Stony Point",86
72,"10981",41.323172,-74.288565,"Sugar Loaf",88
92,"10982",41.160945,-74.060826,"Tallman",44
19,"10983",41.027646,-73.948404,"Tappan",65
92,"10984",41.206898,-74.015411,"Thiells",50
83,"10985",41.574986,-74.322534,"Thompson Ridge",47
71,"10986",41.265953,-73.982912,"Tomkins Cove",90
64,"10987",41.28142,-74.204924,"Tuxedo Park",88
91,"10988",41.314931,-74.550346,"Unionville",48
48,"10989",41.122868,-73.934844,"Valley Cottage",100
94,"10990",41.350681,-74.32116,"Warwick",49
47,"10992",41.407974,-74.345433,"Washingtonville",109
41,"10993",41.208044,-73.975833,"West Haverstraw",116
41,"10994",41.100622,-73.970482,"West Nyack",117
90,"10995",41.160945,-74.060826,"West Nyack",42
32,"10996",41.36471,-73.998375,"West Point",84
50,"10997",41.387822,-74.354699,"West Point",120
41,"10998",41.331044,-74.456673,"Westtown",105
25,"11001",40.720051,-73.706783,"Floral Park",85
66,"11002",40.754757,-73.601772,"Floral Park",80
8,"11003",40.697558,-73.704946,"Elmont",69
100,"11004",40.745263,-73.711159,"Glen Oaks",40
54,"11005",40.757057,-73.7182,"Floral Park",102
44,"11010",40.700101,-73.674074,"Franklin Square",105
90,"11020",40.754757,-73.601772,"Great Neck",43
41,"11021",40.754757,-73.601772,"Great Neck",120
94,"11022",40.754757,-73.601772,"Great Neck",46
51,"11023",40.754757,-73.601772,"Great Neck",102
41,"11024",40.754757,-73.601772,"Great Neck",120
68,"11025",40.754757,-73.601772,"Great Neck",85
20,"11026",40.754757,-73.601772,"Great Neck",84
36,"11027",40.754757,-73.601772,"Great Neck",86
46,"11030",40.754757,-73.601772,"Manhasset",116
36,"11040",40.729351,-73.682824,"New Hyde Park",89
40,"11041",40.754757,-73.601772,"New Hyde Park",113
10,"11042",40.754757,-73.601772,"New Hyde Park",70
3,"11043",40.754757,-73.601772,"New Hyde Park",66
70,"11044",40.754757,-73.601772,"New Hyde Park",85
70,"11050",40.754757,-73.601772,"Port Washington",83
9,"11051",40.754757,-73.601772,"Port Washington",64
63,"11052",40.754757,-73.601772,"Port Washington",87
24,"11053",40.754757,-73.601772,"Port Washington",82
58,"11054",40.754757,-73.601772,"Port Washington",115
26,"11055",40.754757,-73.601772,"Port Washington",84
78,"11096",40.620492,-73.747376,"Inwood",87
61,"11099",40.754757,-73.601772,"New Hyde Park",86
45,"11101",40.744622,-73.934502,"Long Island City",108
94,"11102",40.770808,-73.92516,"Astoria",42
79,"11103",40.761884,-73.911642,"Astoria",89
71,"11104",40.742794,-73.918216,"Sunnyside",86
37,"11105",40.776468,-73.908761,"Astoria",86
80,"11106",40.760601,-73.930984,"Astoria",46
41,"11109",40.651378,-73.870779,"Long Island City",107
99,"11120",40.651378,-73.870779,"Long Island City",40
82,"11201",40.694481,-73.989319,"Brooklyn",47
88,"11202",40.645099,-73.945032,"Brooklyn",50
85,"11203",40.663551,-73.949389,"Brooklyn",40
46,"11204",40.603838,-73.987635,"Brooklyn",118
2,"11205",40.682507,-73.936274,"Brooklyn",63
89,"11206",40.700453,-73.949255,"Brooklyn",49
56,"11207",40.670925,-73.895216,"Brooklyn",112
9,"11208",40.662195,-73.912945,"Brooklyn",66
100,"11209",40.622459,-74.028749,"Brooklyn",49
12,"11210",40.625468,-73.945521,"Brooklyn",60
65,"11211",40.707789,-73.945344,"Brooklyn",84
98,"11212",40.663845,-73.916406,"Brooklyn",46
12,"11213",40.67317,-73.936055,"Brooklyn",68
22,"11214",40.599523,-73.998594,"Brooklyn",85
66,"11215",40.664322,-73.984132,"Brooklyn",81
80,"11216",40.680474,-73.946829,"Brooklyn",46
33,"11217",40.684948,-73.980613,"Brooklyn",81
97,"11218",40.64434,-73.978411,"Brooklyn",47
54,"11219",40.633157,-73.996953,"Brooklyn",100
100,"11220",40.634873,-74.016905,"Brooklyn",41
41,"11221",40.700418,-73.936764,"Brooklyn",117
49,"11222",40.728388,-73.945754,"Brooklyn",118
55,"11223",40.633801,-73.954405,"Brooklyn",115
7,"11224",40.635444,-73.968536,"Brooklyn",67
63,"11225",40.661096,-73.952295,"Brooklyn",87
35,"11226",40.644962,-73.956304,"Brooklyn",90
44,"11228",40.624552,-73.989853,"Brooklyn",117
87,"11229",40.600988,-73.939998,"Brooklyn",42
98,"11230",40.62251,-73.966109,"Brooklyn",43
65,"11231",40.676521,-74.003322,"Brooklyn",82
86,"11232",40.671186,-73.971708,"Brooklyn",48
20,"11233",40.682088,-73.920638,"Brooklyn",84
51,"11234",40.610947,-73.913892,"Brooklyn",104
7,"11235",40.584455,-73.948402,"Brooklyn",64
61,"11236",40.65701,-73.91581,"Brooklyn",87
14,"11237",40.702192,-73.91807,"Brooklyn",66
69,"11238",40.680593,-73.963928,"Brooklyn",80
55,"11239",40.649207,-73.876754,"Brooklyn",120
80,"11240",40.645099,-73.945032,"Brooklyn",43
20,"11241",40.645099,-73.945032,"Brooklyn",85
87,"11242",40.645099,-73.945032,"Brooklyn",47
64,"11243",40.645099,-73.945032,"Brooklyn",85
62,"11244",40.645099,-73.945032,"Brooklyn",84
49,"11245",40.645099,-73.945032,"Brooklyn",120
60,"11247",40.645099,-73.945032,"Brooklyn",87
30,"11248",40.645099,-73.945032,"Brooklyn",82
47,"11249",40.645099,-73.945032,"Brooklyn",109
87,"11251",40.645099,-73.945032,"Brooklyn",43
82,"11252",40.645099,-73.945032,"Brooklyn",49
24,"11254",40.645099,-73.945032,"Brooklyn",89
7,"11255",40.645099,-73.945032,"Brooklyn",69
15,"11256",40.645099,-73.945032,"Brooklyn",65
53,"11351",40.781703,-73.831698,"Flushing",120
35,"11352",40.651378,-73.870779,"Flushing",80
7,"11354",40.766382,-73.82619,"Flushing",63
21,"11355",40.750317,-73.813903,"Flushing",81
35,"11356",40.784369,-73.843641,"College Point",82
8,"11357",40.786173,-73.819069,"Whitestone",60
26,"11358",40.760426,-73.795788,"Flushing",82
97,"11359",40.79278,-73.776701,"Bayside",45
99,"11360",40.756745,-73.803301,"Bayside",44
9,"11361",40.764438,-73.773026,"Bayside",62
21,"11362",40.758364,-73.735759,"Little Neck",83
83,"11363",40.771467,-73.745323,"Little Neck",48
7,"11364",40.742772,-73.758831,"Oakland Gardens",69
46,"11365",40.738884,-73.790067,"Fresh Meadows",113
1,"11366",40.727277,-73.790772,"Fresh Meadows",66
9,"11367",40.730164,-73.821997,"Flushing",62
77,"11368",40.748751,-73.854333,"Corona",81
69,"11369",40.762741,-73.869969,"East Elmhurst",81
28,"11370",40.763771,-73.891451,"East Elmhurst",88
13,"11371",40.7712,-73.867514,"Flushing",69
1,"11372",40.751146,-73.882508,"Jackson Heights",61
100,"11373",40.73509,-73.877562,"Elmhurst",47
12,"11374",40.722861,-73.862069,"Rego Park",62
19,"11375",40.723041,-73.843688,"Forest Hills",64
38,"11377",40.748372,-73.905445,"Woodside",80
66,"11378",40.722848,-73.908413,"Maspeth",82
88,"11379",40.71924,-73.892791,"Middle Village",40
8,"11380",40.651378,-73.870779,"Elmhurst",69
77,"11381",40.651378,-73.870779,"Flushing",82
39,"11385",40.702404,-73.885979,"Ridgewood",81
62,"11386",40.651378,-73.870779,"Ridgewood",86
31,"11390",40.651378,-73.870779,"Flushing",82
25,"11405",40.651378,-73.870779,"Jamaica",82
92,"11411",40.685535,-73.737064,"Cambria Heights",50
18,"11412",40.695829,-73.761747,"Saint Albans",63
81,"11413",40.664542,-73.755926,"Springfield Gardens",47
84,"11414",40.658825,-73.84382,"Howard Beach",49
29,"11415",40.707133,-73.829247,"Kew Gardens",82
73,"11416",40.684546,-73.850708,"Ozone Park",88
24,"11417",40.675056,-73.844315,"Ozone Park",86
23,"11418",40.698566,-73.83127,"Richmond Hill",83
26,"11419",40.686769,-73.822979,"South Richmond Hill",82
49,"11420",40.674432,-73.819013,"South Ozone Park",103
22,"11421",40.691917,-73.85666,"Woodhaven",89
5,"11422",40.659418,-73.736866,"Rosedale",65
32,"11423",40.716888,-73.766897,"Hollis",80
82,"11424",40.651378,-73.870779,"Jamaica",44
15,"11425",40.651378,-73.870779,"Jamaica",60
73,"11426",40.736798,-73.723176,"Bellerose",87
89,"11427",40.729293,-73.749811,"Queens Village",47
40,"11428",40.720639,-73.742099,"Queens Village",111
53,"11429",40.710076,-73.740151,"Queens Village",115
66,"11430",40.655246,-73.797769,"Jamaica",81
77,"11431",40.686903,-73.850143,"Jamaica",80
77,"11432",40.714531,-73.794435,"Jamaica",89
48,"11433",40.696533,-73.786776,"Jamaica",106
42,"11434",40.674583,-73.78156,"Jamaica",103
46,"11435",40.700229,-73.797278,"Jamaica",107
48,"11436",40.675283,-73.800696,"Jamaica",118
8,"11439",40.722008,-73.790822,"Jamaica",69
14,"11451",40.651378,-73.870779,"Jamaica",70
82,"11484",40.651378,-73.870779,"Jamaica",42
65,"11499",40.651378,-73.870779,"Jamaica",88
91,"11501",40.735901,-73.638061,"Mineola",48
4,"11507",40.754757,-73.601772,"Albertson",69
64,"11509",40.588854,-73.72709,"Atlantic Beach",90
93,"11510",40.654626,-73.608972,"Baldwin",44
65,"11514",40.74435,-73.608422,"Carle Place",87
29,"11516",40.626453,-73.725825,"Cedarhurst",85
59,"11518",40.640387,-73.668224,"East Rockaway",104
19,"11520",40.651251,-73.585222,"Freeport",68
67,"11530",40.726801,-73.639723,"Garden City",85
66,"11531",40.754757,-73.601772,"Garden City",90
4,"11535",40.754757,-73.601772,"Garden City",66
81,"11536",40.754757,-73.601772,"Garden City",50
30,"11542",40.754757,-73.601772,"Glen Cove",83
11,"11545",40.754757,-73.601772,"Glen Head",68
16,"11547",40.754757,-73.601772,"Glenwood Landing",69
35,"11548",40.754757,-73.601772,"Greenvale",86
78,"11549",40.754757,-73.601772,"Hempstead",88
2,"11550",40.700201,-73.620872,"Hempstead",67
17,"11551",40.754757,-73.601772,"Hempstead",62
27,"11552",40.690251,-73.653023,"West Hempstead",87
95,"11553",40.705868,-73.591421,"Uniondale",49
23,"11554",40.72135,-73.55877,"East Meadow",83
6,"11555",40.754757,-73.601772,"Uniondale",62
95,"11556",40.754757,-73.601772,"Uniondale",46
42,"11557",40.638803,-73.693274,"Hewlett",109
14,"11558",40.606953,-73.654724,"Island Park",62
98,"11559",40.615435,-73.72642,"Lawrence",41
36,"11560",40.754757,-73.601772,"Locust Valley",87
